"","communication_channel","call_duration","call_frequency","previous_campaign_outcome","conversion_status","geoid","lead_source","update_me","quater_res","len_business"
"17884","mobile",163,1,"unidentified","not_converted","CO","Olark Chat","N","2023 Q1",7
"17885","unidentified",71,1,"unidentified","not_converted","WI","Olark Chat","N","2023 Q3",14
"17886","mobile",837,1,"other_outcome","not_converted","TX","Google","N","2023 Q2",13
"17888","mobile",796,5,"unsuccessful","converted","ME","Google","N","2023 Q1",0
"17889","unidentified",73,2,"unidentified","not_converted","AL","Organic Search","N","2023 Q1",9
"17891","unidentified",20,33,"unidentified","not_converted","NJ","Reference","Y","2023 Q3",10
"17892","mobile",8,3,"unidentified","not_converted","TX","Olark Chat","N","2024 Q2",0
"17893","mobile",253,1,"unidentified","not_converted","NE","Olark Chat","Y","2023 Q2",11
"17894","mobile",457,2,"other_outcome","converted","MD","Organic Search","N","2023 Q3",18
"17895","unidentified",58,9,"unidentified","not_converted","AK","Direct Traffic","Y","2023 Q3",17
"17896","mobile",119,1,"unidentified","not_converted","CO","Google","N","2024 Q1",0
"17897","mobile",103,6,"unidentified","not_converted","DC","Organic Search","N","2023 Q1",9
"17898","unidentified",1419,1,"unidentified","not_converted","TX","Direct Traffic","Y","2023 Q1",8
"17899","mobile",113,1,"unsuccessful","not_converted","TX","Google","N","2024 Q2",3
"17900","mobile",82,9,"unidentified","not_converted","ID","Direct Traffic","N","2023 Q3",12
"17901","mobile",53,5,"unidentified","not_converted","CA","Google","N","2024 Q1",20
"17903","unidentified",1162,2,"unidentified","not_converted","MI","Olark Chat","N","2023 Q4",15
"17904","mobile",407,3,"unsuccessful","converted","AL","Direct Traffic","N","2023 Q3",0
"17905","unidentified",176,2,"unidentified","not_converted","WI","Google","N","2023 Q2",20
"17906","mobile",146,3,"unidentified","not_converted","NY","Referral Sites","Y","2023 Q1",1
"17907","unidentified",30,1,"unidentified","not_converted","NJ","Organic Search","N","2024 Q1",0
"17908","mobile",635,2,"unidentified","not_converted","TX","Organic Search","Y","2024 Q2",9
"17909","mobile",47,2,"unidentified","not_converted","KS","Google","Y","2023 Q4",15
"17910","mobile",904,6,"unidentified","converted","CO","Direct Traffic","Y","2023 Q2",19
"17911","mobile",644,2,"unidentified","not_converted","TX","Google","N","2024 Q1",4
"17912","unidentified",279,1,"unidentified","not_converted","WY","Organic Search","Y","2024 Q1",6
"17914","mobile",277,1,"unidentified","not_converted","NV","Direct Traffic","Y","2023 Q2",18
"17915","unidentified",32,1,"unidentified","not_converted","NM","Google","Y","2024 Q1",0
"17916","mobile",633,1,"unidentified","not_converted","WV","Google","N","2024 Q1",18
"17917","unidentified",254,1,"unidentified","not_converted","MD","Direct Traffic","N","2023 Q2",12
"17918","mobile",87,2,"unidentified","not_converted","OR","Google","N","2023 Q2",5
"17919","unidentified",433,3,"unidentified","not_converted","KY","Olark Chat","Y","2023 Q3",1
"17920","mobile",71,1,"unidentified","not_converted","OR","Google","N","2023 Q1",0
"17921","mobile",111,2,"unidentified","not_converted","TX","Welingak Website","Y","2024 Q2",16
"17922","landline",58,13,"unidentified","not_converted","WY","Olark Chat","N","2023 Q2",8
"17923","mobile",361,1,"unidentified","not_converted","CO","Google","N","2024 Q1",0
"17924","mobile",89,4,"unidentified","not_converted","NY","Organic Search","N","2023 Q1",18
"17925","mobile",147,3,"unidentified","not_converted","TX","Olark Chat","N","2024 Q2",5
"17926","unidentified",17,1,"unidentified","not_converted","VA","Direct Traffic","Y","2024 Q2",3
"17928","landline",426,2,"other_outcome","converted","OH","Google","N","2023 Q4",7
"17929","unidentified",78,3,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q3",17
"17930","unidentified",115,4,"unidentified","not_converted","ID","Google","Y","2024 Q2",0
"17931","mobile",229,1,"successful","converted","MT","Google","N","2023 Q4",10
"17932","mobile",309,1,"unsuccessful","not_converted","WI","Google","Y","2023 Q3",6
"17933","unidentified",267,2,"unidentified","not_converted","FL","Organic Search","N","2024 Q1",0
"17934","mobile",64,2,"unidentified","not_converted","OK","Reference","Y","2024 Q1",0
"17935","unidentified",1199,1,"unidentified","converted","SD","Olark Chat","N","2024 Q2",19
"17936","mobile",171,1,"unsuccessful","not_converted","NC","Direct Traffic","Y","2023 Q3",15
"17937","mobile",32,2,"unsuccessful","not_converted","OR","Organic Search","N","2023 Q3",0
"17938","unidentified",197,2,"unidentified","not_converted","MA","Organic Search","N","2024 Q1",5
"17939","landline",1877,1,"unidentified","converted","MN","Olark Chat","N","2023 Q4",0
"17940","mobile",437,2,"unidentified","not_converted","MS","Organic Search","Y","2024 Q2",6
"17941","unidentified",373,1,"unidentified","not_converted","IA","Olark Chat","N","2023 Q2",2
"17943","mobile",146,2,"unidentified","not_converted","FL","Google","N","2023 Q1",11
"17944","mobile",155,1,"unidentified","not_converted","SD","Google","N","2024 Q1",0
"17945","mobile",77,5,"unidentified","not_converted","IN","Direct Traffic","Y","2023 Q4",17
"17946","unidentified",325,1,"unidentified","not_converted","WV","Direct Traffic","Y","2024 Q1",5
"17948","mobile",286,4,"unidentified","not_converted","CO","Google","N","2024 Q2",8
"17949","mobile",616,5,"unidentified","not_converted","RI","Direct Traffic","N","2023 Q2",11
"17952","unidentified",207,1,"unidentified","not_converted","NY","Direct Traffic","N","2024 Q1",0
"17953","mobile",208,1,"unsuccessful","not_converted","CA","Olark Chat","N","2023 Q1",0
"17956","mobile",169,5,"unidentified","not_converted","HI","Olark Chat","Y","2023 Q1",5
"17957","unidentified",1106,2,"unidentified","not_converted","GA","Direct Traffic","N","2023 Q4",3
"17958","unidentified",141,2,"unidentified","not_converted","TX","Olark Chat","Y","2023 Q1",0
"17959","unidentified",250,1,"unidentified","not_converted","UT","Google","Y","2023 Q2",3
"17960","unidentified",182,2,"unidentified","not_converted","TX","Google","Y","2023 Q1",0
"17961","landline",113,2,"unidentified","not_converted","LA","Direct Traffic","N","2024 Q2",2
"17962","mobile",283,1,"unidentified","converted","NH","Direct Traffic","Y","2023 Q2",15
"17963","mobile",254,2,"other_outcome","not_converted","WY","Facebook","Y","2023 Q4",1
"17964","mobile",116,3,"unidentified","not_converted","TX","Olark Chat","Y","2023 Q3",0
"17965","unidentified",923,1,"unidentified","not_converted","TX","Google","N","2023 Q3",6
"17966","unidentified",45,13,"unidentified","not_converted","TX","Google","N","2023 Q3",14
"17967","mobile",45,1,"unidentified","not_converted","ND","Direct Traffic","N","2024 Q2",14
"17968","mobile",36,1,"unidentified","not_converted","TX","Google","Y","2023 Q2",0
"17969","mobile",849,1,"unidentified","converted","TX","Google","N","2024 Q2",0
"17970","unidentified",548,1,"unidentified","not_converted","MO","Organic Search","Y","2024 Q2",14
"17971","unidentified",18,2,"unidentified","not_converted","CO","Google","N","2024 Q2",14
"17972","mobile",98,1,"unsuccessful","not_converted","NY","Google","Y","2024 Q1",0
"17973","mobile",216,4,"unidentified","not_converted","IL","Direct Traffic","N","2024 Q2",10
"17975","mobile",143,3,"unidentified","not_converted","TX","Facebook","Y","2023 Q3",0
"17976","landline",180,1,"unidentified","not_converted","IL","Direct Traffic","Y","2023 Q3",4
"17977","mobile",229,3,"unidentified","converted","FL","Direct Traffic","N","2023 Q2",0
"17978","unidentified",103,5,"unidentified","not_converted","WY","Olark Chat","N","2023 Q4",12
"17979","mobile",1600,1,"unidentified","converted","DE","Direct Traffic","N","2023 Q2",6
"17980","unidentified",602,2,"unidentified","not_converted","CA","Google","N","2024 Q2",20
"17981","mobile",236,4,"unsuccessful","not_converted","ND","Direct Traffic","N","2023 Q4",12
"17982","mobile",273,2,"unidentified","not_converted","NE","Olark Chat","Y","2023 Q4",6
"17983","unidentified",191,1,"unidentified","not_converted","VA","Direct Traffic","Y","2023 Q1",1
"17984","landline",38,3,"unidentified","not_converted","MI","Organic Search","Y","2023 Q2",7
"17985","mobile",829,4,"unidentified","converted","NJ","Google","N","2024 Q1",6
"17986","mobile",361,2,"successful","converted","IN","Organic Search","N","2023 Q2",3
"17987","mobile",1027,1,"unidentified","not_converted","MT","Direct Traffic","N","2023 Q4",0
"17988","mobile",187,3,"unidentified","not_converted","NJ","Direct Traffic","N","2024 Q2",0
"17989","unidentified",274,2,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q1",19
"17990","mobile",354,1,"successful","converted","TX","Google","N","2024 Q1",20
"17991","mobile",129,2,"unidentified","not_converted","FL","Olark Chat","Y","2023 Q1",0
"17992","mobile",121,1,"unsuccessful","not_converted","TX","Organic Search","N","2023 Q4",9
"17993","unidentified",374,2,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q3",20
"17994","unidentified",312,2,"unidentified","not_converted","NE","Facebook","Y","2023 Q1",0
"17996","mobile",456,1,"other_outcome","not_converted","OK","Google","N","2024 Q1",20
"17997","mobile",157,1,"unidentified","not_converted","OK","Organic Search","Y","2023 Q1",0
"17998","mobile",185,2,"unidentified","not_converted","KS","Direct Traffic","Y","2023 Q3",2
"17999","mobile",271,2,"unidentified","converted","FL","Direct Traffic","Y","2023 Q3",11
"18000","mobile",222,1,"successful","not_converted","NJ","Google","N","2023 Q2",0
"18001","mobile",139,2,"unidentified","not_converted","KS","Olark Chat","N","2023 Q1",12
"18002","mobile",528,1,"unidentified","not_converted","KY","Google","N","2023 Q3",8
"18003","mobile",313,3,"unidentified","converted","IL","Welingak Website","N","2023 Q1",4
"18004","unidentified",243,6,"unidentified","not_converted","CA","Organic Search","Y","2024 Q1",9
"18005","mobile",360,17,"unidentified","not_converted","DC","Olark Chat","N","2023 Q4",0
"18006","mobile",223,1,"unsuccessful","not_converted","NE","Organic Search","N","2024 Q2",5
"18007","unidentified",252,1,"unidentified","not_converted","VA","Direct Traffic","N","2023 Q1",5
"18008","mobile",277,1,"unidentified","converted","NH","Olark Chat","N","2023 Q1",13
"18010","unidentified",263,1,"unidentified","not_converted","SC","Direct Traffic","N","2023 Q1",13
"18011","mobile",195,2,"unidentified","not_converted","VA","Direct Traffic","N","2024 Q1",14
"18012","mobile",349,1,"unidentified","converted","MS","welearnblog_Home","N","2023 Q3",8
"18013","mobile",131,2,"unidentified","not_converted","OR","Direct Traffic","N","2023 Q3",14
"18014","unidentified",200,1,"unidentified","not_converted","CO","Organic Search","N","2024 Q2",0
"18015","mobile",719,2,"unidentified","converted","IL","Referral Sites","Y","2023 Q3",0
"18016","mobile",110,1,"unidentified","not_converted","ID","Direct Traffic","Y","2024 Q2",0
"18017","unidentified",102,3,"unidentified","not_converted","IN","Google","N","2023 Q2",20
"18018","landline",281,3,"unidentified","not_converted","LA","Google","Y","2023 Q3",19
"18019","unidentified",87,2,"unidentified","not_converted","ID","Reference","N","2023 Q4",1
"18020","mobile",139,2,"unidentified","not_converted","AK","Direct Traffic","Y","2023 Q1",14
"18021","unidentified",456,2,"unidentified","not_converted","MN","Google","Y","2024 Q1",0
"18022","mobile",22,8,"unidentified","not_converted","GA","Google","N","2023 Q4",11
"18023","unidentified",117,1,"unidentified","not_converted","OH","Organic Search","N","2023 Q3",4
"18024","mobile",42,2,"unidentified","not_converted","AR","Direct Traffic","Y","2024 Q2",20
"18025","mobile",428,3,"unidentified","not_converted","LA","Google","Y","2024 Q1",11
"18026","unidentified",811,1,"unidentified","not_converted","KS","Direct Traffic","Y","2024 Q1",6
"18027","unidentified",17,1,"unidentified","not_converted","GA","Google","Y","2023 Q3",0
"18028","unidentified",244,1,"unidentified","not_converted","OH","Direct Traffic","Y","2024 Q2",0
"18030","mobile",103,3,"unidentified","not_converted","TX","Olark Chat","N","2023 Q2",17
"18031","mobile",151,1,"unsuccessful","not_converted","TX","Direct Traffic","N","2023 Q2",0
"18032","unidentified",634,2,"unidentified","not_converted","NH","Google","N","2024 Q1",0
"18033","mobile",561,1,"unidentified","converted","ID","Direct Traffic","Y","2023 Q2",0
"18034","unidentified",299,2,"unidentified","not_converted","TX","Google","Y","2024 Q2",0
"18035","mobile",118,2,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q2",18
"18036","mobile",22,3,"unidentified","not_converted","SD","Organic Search","N","2024 Q2",0
"18037","mobile",103,2,"unidentified","not_converted","UT","Google","N","2023 Q3",6
"18038","mobile",362,5,"unidentified","not_converted","VT","Direct Traffic","Y","2023 Q3",0
"18039","landline",47,1,"unidentified","not_converted","PA","Direct Traffic","N","2023 Q3",16
"18040","unidentified",188,2,"unidentified","not_converted","CO","Google","Y","2023 Q4",0
"18041","mobile",274,3,"unidentified","not_converted","IA","Google","Y","2023 Q4",6
"18042","mobile",78,3,"unidentified","not_converted","AK","Direct Traffic","N","2024 Q1",18
"18043","unidentified",114,1,"unidentified","not_converted","TX","Direct Traffic","N","2024 Q2",14
"18044","unidentified",391,1,"unidentified","not_converted","IA","Organic Search","N","2024 Q2",20
"18045","mobile",118,2,"unsuccessful","not_converted","GA","Direct Traffic","N","2023 Q4",1
"18046","mobile",212,1,"unidentified","not_converted","GA","Olark Chat","N","2023 Q3",20
"18047","unidentified",52,3,"unidentified","not_converted","RI","Olark Chat","N","2023 Q1",0
"18048","mobile",485,1,"unidentified","not_converted","NH","Google","N","2023 Q4",0
"18049","unidentified",570,11,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q4",6
"18050","mobile",707,2,"unidentified","converted","SD","Direct Traffic","N","2023 Q1",0
"18051","mobile",480,2,"unidentified","not_converted","OH","Google","N","2023 Q1",3
"18052","mobile",653,1,"unidentified","converted","KY","Direct Traffic","N","2023 Q4",0
"18053","mobile",101,1,"unidentified","not_converted","AZ","Google","N","2024 Q1",12
"18054","unidentified",904,4,"unidentified","not_converted","MS","Direct Traffic","Y","2023 Q1",0
"18055","mobile",151,1,"unidentified","not_converted","TX","Referral Sites","Y","2023 Q1",5
"18056","landline",475,2,"unidentified","not_converted","ME","Welingak Website","N","2024 Q2",0
"18057","mobile",75,4,"unidentified","not_converted","IA","Google","Y","2023 Q2",8
"18058","mobile",371,6,"unidentified","not_converted","MS","Google","N","2024 Q1",3
"18059","mobile",97,2,"unidentified","not_converted","IN","Google","N","2023 Q3",9
"18061","unidentified",683,2,"unidentified","converted","CA","Google","N","2023 Q1",17
"18062","mobile",173,4,"unidentified","not_converted","LA","Olark Chat","N","2023 Q2",2
"18063","mobile",151,1,"successful","not_converted","NV","Direct Traffic","N","2024 Q2",0
"18064","mobile",154,1,"unidentified","not_converted","WV","Direct Traffic","Y","2023 Q1",12
"18065","mobile",123,1,"unidentified","not_converted","TX","Google","N","2024 Q1",0
"18066","mobile",583,6,"successful","converted","NE","Google","Y","2023 Q1",11
"18067","mobile",100,1,"unidentified","not_converted","TX","Google","N","2023 Q4",19
"18068","mobile",239,1,"unsuccessful","not_converted","NH","Direct Traffic","Y","2023 Q2",5
"18069","unidentified",485,1,"unidentified","not_converted","DC","Reference","Y","2023 Q4",0
"18070","unidentified",395,1,"unidentified","not_converted","NC","Direct Traffic","N","2024 Q2",13
"18071","unidentified",671,3,"unidentified","not_converted","MS","Organic Search","Y","2023 Q3",0
"18072","mobile",151,2,"unidentified","not_converted","ID","Google","Y","2024 Q2",0
"18073","mobile",185,1,"unidentified","not_converted","AZ","Olark Chat","Y","2023 Q4",0
"18074","mobile",383,3,"unidentified","not_converted","CO","Organic Search","Y","2023 Q1",0
"18075","unidentified",249,1,"unidentified","not_converted","MI","Google","Y","2023 Q4",20
"18076","mobile",139,2,"successful","not_converted","TX","Reference","N","2024 Q1",13
"18077","unidentified",769,2,"unidentified","not_converted","IA","Direct Traffic","N","2023 Q1",0
"18078","mobile",106,3,"unidentified","not_converted","CO","Direct Traffic","N","2023 Q4",7
"18079","mobile",84,1,"unidentified","not_converted","NY","Olark Chat","Y","2023 Q2",12
"18080","mobile",151,2,"unidentified","not_converted","NE","Direct Traffic","N","2023 Q4",20
"18081","mobile",70,2,"unidentified","not_converted","NE","Direct Traffic","N","2023 Q3",12
"18083","mobile",80,5,"unidentified","not_converted","MN","Olark Chat","Y","2023 Q4",5
"18084","unidentified",83,2,"unidentified","not_converted","OK","Google","N","2024 Q1",0
"18085","mobile",214,1,"unsuccessful","not_converted","OR","Direct Traffic","N","2023 Q2",8
"18086","mobile",533,1,"successful","converted","MI","Direct Traffic","Y","2024 Q2",17
"18087","unidentified",269,3,"unidentified","not_converted","WI","Click2call","Y","2023 Q2",0
"18088","mobile",148,2,"unidentified","not_converted","PA","Olark Chat","N","2023 Q1",0
"18089","unidentified",162,1,"unidentified","not_converted","AK","Google","N","2024 Q1",6
"18091","mobile",182,1,"unsuccessful","not_converted","NH","Google","N","2023 Q4",11
"18092","mobile",47,5,"unidentified","not_converted","MT","Welingak Website","N","2023 Q1",12
"18093","mobile",63,2,"unsuccessful","not_converted","VT","Organic Search","Y","2023 Q2",7
"18094","mobile",40,5,"unidentified","not_converted","DC","Google","N","2023 Q3",8
"18095","mobile",220,2,"unsuccessful","not_converted","ID","Direct Traffic","N","2024 Q2",17
"18096","mobile",330,2,"successful","converted","KS","Google","N","2024 Q2",4
"18097","landline",162,2,"unidentified","not_converted","MO","Google","N","2023 Q3",0
"18098","unidentified",222,9,"unidentified","not_converted","NH","Organic Search","N","2023 Q1",0
"18099","unidentified",142,2,"unidentified","not_converted","WA","Olark Chat","N","2023 Q4",0
"18100","mobile",201,1,"unidentified","converted","NC","Google","Y","2023 Q2",6
"18101","mobile",34,3,"unidentified","not_converted","ND","Direct Traffic","Y","2023 Q4",15
"18104","unidentified",141,4,"unidentified","not_converted","TX","Google","N","2024 Q1",12
"18105","unidentified",359,3,"unidentified","not_converted","AK","Olark Chat","N","2024 Q1",13
"18107","mobile",144,2,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q2",0
"18110","mobile",68,1,"successful","not_converted","CO","Olark Chat","N","2023 Q3",6
"18111","mobile",64,2,"unidentified","not_converted","GA","Google","Y","2023 Q2",20
"18112","mobile",837,2,"unidentified","converted","TX","Google","Y","2024 Q2",1
"18113","mobile",83,1,"unidentified","not_converted","AR","Google","N","2024 Q2",0
"18114","mobile",520,4,"unidentified","not_converted","NJ","Google","N","2024 Q1",0
"18115","landline",111,1,"unidentified","not_converted","MT","Olark Chat","Y","2024 Q2",18
"18116","mobile",253,2,"unidentified","not_converted","NV","Google","N","2023 Q1",15
"18117","mobile",140,2,"unidentified","converted","AR","Direct Traffic","Y","2023 Q2",0
"18118","mobile",62,2,"unidentified","not_converted","MA","Google","N","2023 Q1",13
"18119","unidentified",33,2,"unidentified","not_converted","WV","Direct Traffic","N","2023 Q4",2
"18120","unidentified",772,1,"unidentified","not_converted","VA","Google","N","2023 Q3",12
"18121","mobile",539,1,"unidentified","converted","SC","Direct Traffic","N","2024 Q1",19
"18122","mobile",164,2,"unidentified","not_converted","RI","Olark Chat","Y","2023 Q4",15
"18123","mobile",172,1,"unidentified","not_converted","ND","Google","Y","2023 Q4",1
"18124","mobile",388,3,"unidentified","converted","ND","Olark Chat","N","2023 Q1",12
"18125","unidentified",448,1,"unidentified","not_converted","NE","Google","Y","2023 Q1",0
"18126","unidentified",735,1,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q2",0
"18127","mobile",104,1,"unidentified","not_converted","KY","Direct Traffic","N","2023 Q3",20
"18128","unidentified",151,3,"unidentified","not_converted","NC","Organic Search","N","2023 Q3",5
"18131","mobile",69,4,"unidentified","not_converted","SD","Welingak Website","Y","2023 Q4",0
"18132","landline",82,2,"unsuccessful","not_converted","TN","Direct Traffic","N","2024 Q2",15
"18133","mobile",82,3,"unidentified","not_converted","FL","Google","Y","2024 Q1",0
"18134","unidentified",227,4,"unidentified","not_converted","CA","Olark Chat","Y","2023 Q3",0
"18135","mobile",126,2,"unidentified","not_converted","MO","Organic Search","Y","2023 Q2",8
"18136","mobile",115,2,"unidentified","not_converted","MS","Google","N","2023 Q1",12
"18137","unidentified",114,2,"unidentified","not_converted","DC","Organic Search","Y","2024 Q2",0
"18138","unidentified",813,1,"unidentified","converted","TX","Organic Search","Y","2023 Q4",13
"18139","landline",203,5,"unidentified","not_converted","IL","Direct Traffic","N","2023 Q4",0
"18140","mobile",34,14,"unidentified","not_converted","TX","Olark Chat","N","2023 Q1",17
"18141","mobile",6,7,"unidentified","not_converted","DC","Organic Search","Y","2024 Q2",15
"18142","unidentified",76,3,"unidentified","not_converted","WV","Olark Chat","N","2023 Q3",0
"18143","unidentified",186,2,"unidentified","not_converted","IN","Google","N","2023 Q3",3
"18144","mobile",59,2,"unsuccessful","not_converted","IL","Google","Y","2023 Q1",7
"18145","mobile",125,5,"unidentified","not_converted","CT","Direct Traffic","Y","2023 Q4",0
"18146","mobile",107,2,"unidentified","not_converted","OK","Direct Traffic","Y","2023 Q4",20
"18147","unidentified",194,1,"unidentified","not_converted","AL","Reference","Y","2024 Q2",16
"18148","mobile",72,1,"unsuccessful","not_converted","NY","Olark Chat","Y","2023 Q2",0
"18149","unidentified",143,2,"unidentified","not_converted","AR","Olark Chat","N","2024 Q2",2
"18150","mobile",186,2,"unidentified","not_converted","SD","Direct Traffic","Y","2023 Q1",9
"18151","unidentified",137,1,"unidentified","not_converted","NV","Direct Traffic","N","2023 Q1",0
"18152","landline",16,4,"unidentified","not_converted","OK","Organic Search","N","2023 Q3",0
"18153","mobile",100,2,"unidentified","not_converted","TX","Google","Y","2023 Q4",0
"18154","mobile",305,1,"unidentified","not_converted","TX","Olark Chat","N","2023 Q1",1
"18155","mobile",141,2,"unidentified","not_converted","WA","Direct Traffic","Y","2024 Q1",10
"18156","unidentified",92,1,"unidentified","not_converted","TX","Olark Chat","Y","2023 Q1",8
"18157","mobile",244,2,"unidentified","not_converted","ME","Direct Traffic","Y","2024 Q2",17
"18158","mobile",170,4,"unidentified","not_converted","KY","Organic Search","Y","2023 Q2",0
"18161","mobile",175,2,"unidentified","not_converted","IN","Direct Traffic","Y","2023 Q2",0
"18162","landline",172,2,"unidentified","not_converted","DE","Google","N","2023 Q3",12
"18163","mobile",138,1,"unidentified","not_converted","MI","Google","N","2023 Q3",0
"18164","unidentified",349,4,"unidentified","not_converted","WA","Google","Y","2023 Q4",3
"18165","unidentified",233,2,"unidentified","not_converted","ME","Reference","N","2024 Q1",13
"18166","mobile",948,1,"unidentified","not_converted","KY","Direct Traffic","N","2023 Q3",5
"18167","mobile",58,2,"unidentified","not_converted","NE","Reference","N","2023 Q1",16
"18168","mobile",431,1,"unsuccessful","not_converted","OH","Reference","N","2024 Q2",0
"18169","unidentified",242,1,"unidentified","not_converted","OK","Google","N","2023 Q2",0
"18170","mobile",379,1,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q3",16
"18171","landline",199,1,"unidentified","converted","OH","Direct Traffic","N","2023 Q4",9
"18172","mobile",236,1,"successful","converted","TX","Reference","N","2023 Q2",0
"18173","mobile",231,2,"unidentified","not_converted","CO","Direct Traffic","N","2023 Q1",0
"18174","unidentified",152,2,"unidentified","not_converted","KY","Reference","N","2023 Q3",0
"18175","unidentified",40,1,"unidentified","not_converted","CA","Organic Search","Y","2023 Q3",3
"18177","mobile",59,1,"unsuccessful","not_converted","CO","Reference","N","2023 Q1",0
"18178","unidentified",270,1,"unidentified","not_converted","CO","Reference","Y","2023 Q2",7
"18179","mobile",169,1,"unidentified","not_converted","NH","","N","2023 Q1",5
"18180","mobile",348,4,"unidentified","not_converted","WI","Olark Chat","N","2024 Q1",12
"18181","unidentified",77,1,"unidentified","not_converted","NJ","Google","N","2024 Q2",0
"18183","mobile",136,1,"unsuccessful","not_converted","MD","Direct Traffic","N","2023 Q2",1
"18184","landline",429,1,"unidentified","converted","RI","Olark Chat","N","2023 Q1",13
"18185","unidentified",404,1,"unidentified","not_converted","WY","Google","N","2024 Q2",2
"18186","unidentified",297,1,"unidentified","not_converted","OH","Direct Traffic","Y","2023 Q1",0
"18187","unidentified",205,3,"unidentified","not_converted","HI","Direct Traffic","N","2023 Q3",13
"18188","mobile",229,2,"unidentified","not_converted","NM","Google","Y","2023 Q2",0
"18189","mobile",299,1,"unidentified","not_converted","AK","Reference","N","2024 Q1",0
"18190","mobile",53,3,"unidentified","not_converted","TX","Google","Y","2023 Q4",0
"18191","mobile",30,3,"unidentified","not_converted","KS","Olark Chat","N","2024 Q1",0
"18192","mobile",230,2,"unidentified","converted","UT","Google","N","2023 Q2",2
"18193","mobile",231,2,"unidentified","not_converted","CT","Direct Traffic","N","2023 Q2",8
"18195","unidentified",268,1,"unidentified","not_converted","OK","Direct Traffic","N","2023 Q1",0
"18196","mobile",514,5,"unidentified","not_converted","IA","Olark Chat","Y","2024 Q1",3
"18197","mobile",148,1,"unsuccessful","not_converted","TX","Google","Y","2023 Q4",4
"18199","landline",986,1,"unsuccessful","not_converted","TX","Google","Y","2023 Q4",11
"18200","mobile",153,3,"unidentified","not_converted","ID","Olark Chat","N","2023 Q3",9
"18201","unidentified",99,26,"unidentified","not_converted","AK","Organic Search","Y","2023 Q3",7
"18202","unidentified",119,1,"unidentified","not_converted","NH","Direct Traffic","N","2024 Q1",0
"18203","mobile",569,17,"unidentified","not_converted","ME","Google","N","2023 Q3",19
"18204","mobile",138,1,"unidentified","not_converted","DC","Organic Search","Y","2023 Q3",15
"18205","mobile",542,1,"unsuccessful","not_converted","IN","Google","N","2023 Q4",0
"18207","unidentified",135,2,"unidentified","not_converted","CT","Olark Chat","N","2024 Q1",7
"18208","mobile",221,12,"unidentified","not_converted","KY","Google","N","2023 Q3",0
"18209","unidentified",809,3,"unidentified","not_converted","PA","Facebook","N","2023 Q2",13
"18210","unidentified",407,4,"unidentified","not_converted","MN","Olark Chat","N","2023 Q4",0
"18211","mobile",148,4,"unidentified","not_converted","ND","Direct Traffic","Y","2023 Q2",1
"18212","mobile",335,2,"other_outcome","not_converted","WY","Olark Chat","N","2023 Q2",0
"18213","landline",66,2,"other_outcome","not_converted","MI","Google","N","2024 Q1",13
"18214","mobile",369,5,"unidentified","not_converted","UT","Organic Search","Y","2024 Q1",14
"18215","unidentified",137,2,"unidentified","not_converted","TX","Google","Y","2023 Q4",7
"18216","mobile",645,1,"unsuccessful","not_converted","HI","Direct Traffic","N","2023 Q1",14
"18218","unidentified",15,1,"unidentified","not_converted","CT","Olark Chat","N","2023 Q2",8
"18219","mobile",455,1,"unidentified","not_converted","SD","Google","N","2024 Q1",16
"18220","unidentified",9,1,"unidentified","not_converted","AZ","Direct Traffic","N","2024 Q2",13
"18221","mobile",187,4,"unidentified","not_converted","OH","Google","Y","2024 Q1",1
"18223","mobile",210,1,"unidentified","not_converted","KS","Google","Y","2023 Q3",12
"18224","mobile",67,5,"unidentified","not_converted","IA","Organic Search","N","2023 Q4",17
"18225","mobile",196,2,"unidentified","not_converted","NM","Google","Y","2023 Q1",14
"18226","mobile",291,1,"unidentified","not_converted","FL","Direct Traffic","Y","2023 Q2",0
"18227","mobile",158,3,"unidentified","not_converted","SC","Olark Chat","Y","2023 Q4",0
"18228","mobile",564,5,"unidentified","converted","NV","Olark Chat","N","2023 Q2",4
"18229","unidentified",90,2,"unidentified","not_converted","IA","Referral Sites","N","2023 Q2",5
"18230","mobile",62,6,"unidentified","not_converted","TX","Olark Chat","N","2023 Q2",19
"18232","landline",33,5,"unidentified","converted","CA","Reference","N","2023 Q3",5
"18233","mobile",295,1,"unidentified","not_converted","VA","Google","Y","2023 Q3",0
"18234","mobile",669,6,"unidentified","not_converted","CA","Olark Chat","N","2024 Q1",16
"18235","unidentified",148,3,"unidentified","not_converted","AR","Google","N","2023 Q1",0
"18237","mobile",170,1,"unidentified","not_converted","WV","Olark Chat","N","2024 Q1",8
"18239","mobile",135,3,"unidentified","not_converted","OK","Organic Search","Y","2024 Q1",0
"18240","landline",543,6,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q2",15
"18241","mobile",103,2,"unidentified","not_converted","CO","Olark Chat","N","2024 Q1",0
